"","Index","Status","Sats","RTC.date","RTC.time","FIX.date","FIX.time","Delta.s.","Latitude","Longitude","Altitude.m.","HDOP","eRes","Temperature.C.","Voltage.V.","site","nest","year","FIX.date2","firstfix","trackday","fewpoints"
"514",15,"Valid","8/8","21/06/11","13:10:04","21/06/11","13:09:54.622",-9.378,40.18703,-105.18378,1534.88,1,0.8,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"515",16,"Valid","7/7","21/06/11","13:20:05","21/06/11","13:19:55.584",-9.416,40.18811,-105.18679,1544.04,1.4,2.7,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"516",17,"Valid","8/8","21/06/11","13:30:04","21/06/11","13:29:54.601",-9.399,40.18815,-105.1864,1537.39,1.6,1.2,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"517",18,"Valid","9/9","21/06/11","13:40:06","21/06/11","13:39:56.534",-9.466,40.18762,-105.18207,1534.72,1.1,0.7,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"518",19,"Valid","8/8","21/06/11","13:50:08","21/06/11","13:49:58.513",-9.487,40.18805,-105.18678,1524.29,1.3,3.1,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"519",20,"Valid","8/8","21/06/11","14:00:04","21/06/11","13:59:54.488",-9.512,40.1922,-105.17261,1538.15,1.3,0.8,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"520",21,"Valid","9/9","21/06/11","14:10:04","21/06/11","14:09:54.448",-9.552,40.19101,-105.17076,1536.36,1.4,0.7,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"521",22,"Valid","9/9","21/06/11","14:20:04","21/06/11","14:19:54.431",-9.569,40.1908,-105.17014,1535.15,1.2,0.6,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"522",23,"Valid","9/9","21/06/11","14:30:04","21/06/11","14:29:54.397",-9.603,40.19047,-105.17057,1535.62,1.2,1,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"523",24,"Valid","9/9","21/06/11","14:40:04","21/06/11","14:39:54.367",-9.633,40.19167,-105.17033,1535.7,1,0.5,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"524",25,"Valid","7/7","21/06/11","14:50:06","21/06/11","14:49:56.321",-9.679,40.18811,-105.18679,1531.99,1.5,2.3,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
"525",26,"Valid","9/9","21/06/12","13:00:07","21/06/12","12:59:53.687",-13.313,40.18829,-105.18617,1535.95,0.9,1,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"526",27,"Valid","8/8","21/06/12","13:10:04","21/06/12","13:09:50.662",-13.338,40.18903,-105.1866,1536.13,1.8,0.6,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"527",28,"Valid","8/9","21/06/12","13:20:11","21/06/12","13:19:57.631",-13.369,40.18796,-105.18641,1542.44,1,0.9,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"528",29,"Valid","7/7","21/06/12","13:30:04","21/06/12","13:29:50.595",-13.405,40.18789,-105.18605,1537.56,1.8,1.6,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"529",30,"Valid","9/9","21/06/12","13:40:04","21/06/12","13:39:50.574",-13.426,40.18783,-105.18598,1534.6,1.3,1,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"530",31,"Valid","9/9","21/06/12","13:50:04","21/06/12","13:49:50.583",-13.417,40.18804,-105.18625,1542.01,1.2,1.8,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"531",32,"Valid","8/8","21/06/12","14:00:05","21/06/12","13:59:51.540",-13.46,40.18829,-105.18672,1548.5,1.9,3.3,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"532",33,"Valid","8/8","21/06/12","14:10:04","21/06/12","14:09:50.505",-13.495,40.18809,-105.18407,1538.95,1.4,3,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"533",34,"Valid","9/9","21/06/12","14:20:08","21/06/12","14:19:54.468",-13.532,40.18993,-105.18625,1533.1,1.2,1.3,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"534",35,"Valid","9/9","21/06/12","14:30:11","21/06/12","14:29:57.396",-13.604,40.18916,-105.18586,1533.7,1.3,0.5,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"535",37,"Valid","8/8","21/06/12","14:50:05","21/06/12","14:49:51.393",-13.607,40.17951,-105.19405,1537.74,1.2,1.4,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE
"536",38,"Valid","8/8","21/06/13","13:00:05","21/06/13","12:59:47.804",-17.196,40.18843,-105.18591,1536.65,1.4,1,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"537",39,"Valid","7/7","21/06/13","13:10:05","21/06/13","13:09:47.753",-17.247,40.18806,-105.18683,1522.26,1.3,1.8,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"538",40,"Valid","7/7","21/06/13","13:20:04","21/06/13","13:19:46.760",-17.24,40.18762,-105.18556,1541.31,1.3,0.9,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"539",41,"Valid","9/9","21/06/13","13:30:11","21/06/13","13:29:53.730",-17.27,40.18813,-105.18566,1534.07,1.3,0.9,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"540",42,"Valid","9/9","21/06/13","13:40:09","21/06/13","13:39:51.683",-17.317,40.18813,-105.18675,1538.99,1,2,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"541",43,"Valid","8/8","21/06/13","13:50:09","21/06/13","13:49:51.653",-17.347,40.18764,-105.18555,1528.21,1.9,1.2,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"542",44,"Valid","9/9","21/06/13","14:00:05","21/06/13","13:59:47.637",-17.363,40.18755,-105.18562,1537.54,1.2,1.5,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"543",45,"Valid","7/7","21/06/13","14:10:04","21/06/13","14:09:46.600",-17.4,40.18783,-105.18616,1538.71,2.9,0.7,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"544",46,"Valid","9/9","21/06/13","14:20:04","21/06/13","14:19:46.577",-17.423,40.18805,-105.18635,1544.56,1.1,1.6,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"545",47,"Valid","9/9","21/06/13","14:30:06","21/06/13","14:29:48.560",-17.44,40.18814,-105.18679,1536.21,1.3,1.5,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"546",48,"Valid","6/6","21/06/13","14:40:10","21/06/13","14:39:52.547",-17.453,40.18819,-105.18668,1545.56,3,1.6,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"547",49,"Valid","7/7","21/06/13","14:50:08","21/06/13","14:49:50.492",-17.508,40.18815,-105.18677,1553.96,1.7,1.9,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE
"548",50,"Valid","6/6","21/06/14","13:00:09","21/06/14","12:59:47.965",-21.035,40.18815,-105.18671,1540.55,1.6,1.3,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"549",51,"Valid","5/5","21/06/14","13:10:11","21/06/14","13:09:49.375",-21.625,40.18806,-105.18698,1526.5,4.2,0.7,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"550",52,"Valid","9/9","21/06/14","13:20:11","21/06/14","13:19:49.402",-21.598,40.18837,-105.18428,1531.12,1.4,0.8,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"551",53,"Valid","6/6","21/06/14","13:30:06","21/06/14","13:29:44.897",-21.103,40.18763,-105.1856,1530.83,4.1,0.4,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"552",54,"Valid","8/8","21/06/14","13:40:07","21/06/14","13:39:45.847",-21.153,40.18816,-105.18676,1535.05,1.3,2.4,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"553",55,"Valid","8/8","21/06/14","13:50:04","21/06/14","13:49:42.815",-21.185,40.18808,-105.18673,1549.59,1.9,2.2,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"554",56,"Valid","8/8","21/06/14","14:00:04","21/06/14","13:59:42.800",-21.2,40.18997,-105.18666,1539.88,2,1.3,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"555",57,"Valid","7/7","21/06/14","14:10:06","21/06/14","14:09:44.765",-21.235,40.18806,-105.1867,1535.13,2.4,0.6,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"556",58,"Valid","9/9","21/06/14","14:20:10","21/06/14","14:19:48.743",-21.257,40.18812,-105.18664,1540.45,1.5,1.2,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"557",59,"Valid","9/9","21/06/14","14:30:09","21/06/14","14:29:47.720",-21.28,40.18789,-105.18609,1536.85,1.2,0.6,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"558",60,"Valid","8/8","21/06/14","14:40:11","21/06/14","14:39:49.705",-21.295,40.18777,-105.1863,1537.3,1.2,0.9,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"559",61,"Valid","8/9","21/06/14","14:50:06","21/06/14","14:49:44.671",-21.329,40.18912,-105.18493,1537.93,1.3,1.1,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE
"560",62,"Valid","8/9","21/06/15","13:00:09","21/06/15","12:59:44.109",-24.891,40.18769,-105.18699,1529.06,1,8.5,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"561",63,"Valid","8/8","21/06/15","13:10:04","21/06/15","13:09:39.144",-24.856,40.18764,-105.18557,1538.58,1.2,0.5,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"562",64,"Valid","9/9","21/06/15","13:20:04","21/06/15","13:19:39.118",-24.882,40.18811,-105.18413,1534.81,1.3,1.8,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"563",65,"Valid","7/7","21/06/15","13:30:10","21/06/15","13:29:45.090",-24.91,40.18823,-105.18675,1544.1,1.8,4.9,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"564",66,"Valid","7/7","21/06/15","13:40:14","21/06/15","13:39:49.050",-24.95,40.18765,-105.18558,1530.35,1.6,0.5,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"565",67,"Valid","6/6","21/06/15","13:50:05","21/06/15","13:49:40.025",-24.975,40.18814,-105.18677,1536.57,1.6,0.8,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"566",68,"Valid","9/9","21/06/15","14:00:05","21/06/15","13:59:40.002",-24.998,40.18811,-105.18411,1534.8,1.1,1.2,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"567",69,"Valid","7/7","21/06/15","14:10:05","21/06/15","14:09:39.970",-25.03,40.18812,-105.18416,1534.54,2.4,0.4,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"568",70,"Valid","9/9","21/06/15","14:20:04","21/06/15","14:19:38.936",-25.064,40.18781,-105.18606,1536.59,1.2,0.8,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"569",71,"Valid","7/7","21/06/15","14:30:08","21/06/15","14:29:42.911",-25.089,40.18928,-105.18532,1534.77,1.4,1.4,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"570",72,"Valid","6/6","21/06/15","14:40:08","21/06/15","14:39:42.880",-25.12,40.1891,-105.18489,1538.26,2.4,1.1,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"571",73,"Valid","7/7","21/06/15","14:50:04","21/06/15","14:49:38.860",-25.14,40.18824,-105.18613,1537.49,2.1,0.8,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE
"572",74,"Valid","9/9","21/06/16","13:00:04","21/06/16","12:59:35.366",-28.634,40.1881,-105.18642,1537.46,0.9,6.6,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"573",75,"Valid","8/8","21/06/16","13:10:04","21/06/16","13:09:35.336",-28.664,40.18824,-105.18649,1531.83,1.2,2.8,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"574",76,"Valid","9/9","21/06/16","13:20:04","21/06/16","13:19:35.349",-28.651,40.1881,-105.18629,1539.16,1,1,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"575",77,"Valid","9/9","21/06/16","13:30:04","21/06/16","13:29:35.312",-28.688,40.18821,-105.18664,1532.65,1.3,0.7,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"576",78,"Valid","9/9","21/06/16","13:40:07","21/06/16","13:39:38.262",-28.738,40.18821,-105.18655,1536.13,1.3,0.9,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"577",79,"Valid","6/6","21/06/16","13:50:05","21/06/16","13:49:36.240",-28.76,40.18811,-105.1867,1543.87,2.3,0.5,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"578",80,"Valid","9/9","21/06/16","14:00:07","21/06/16","13:59:38.208",-28.792,40.1882,-105.18659,1536.03,1.1,1.2,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"579",81,"Valid","6/6","21/06/16","14:10:04","21/06/16","14:09:35.219",-28.781,40.18818,-105.18683,1536.63,1.8,1.3,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"580",82,"Valid","9/9","21/06/16","14:20:04","21/06/16","14:19:35.164",-28.836,40.18877,-105.18409,1546.14,1.3,1.4,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"581",83,"Valid","7/7","21/06/16","14:30:08","21/06/16","14:29:39.124",-28.876,40.18818,-105.18669,1548.08,1.5,4.2,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"582",84,"Valid","7/7","21/06/16","14:40:06","21/06/16","14:39:37.107",-28.893,40.18791,-105.18595,1536.21,2.2,0.8,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"583",85,"Valid","9/9","21/06/16","14:50:10","21/06/16","14:49:41.079",-28.921,40.18834,-105.18502,1534.68,1.1,1.1,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE
"584",86,"Valid","8/9","21/06/17","13:00:11","21/06/17","12:59:38.611",-32.389,40.18826,-105.18664,1533.54,1.6,1.5,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"585",87,"Valid","8/8","21/06/17","13:10:04","21/06/17","13:09:31.589",-32.411,40.18846,-105.18652,1534.07,1.2,0.8,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"586",88,"Valid","8/8","21/06/17","13:20:04","21/06/17","13:19:31.548",-32.452,40.18821,-105.18657,1538.65,1.3,1.7,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"587",89,"Valid","9/9","21/06/17","13:30:08","21/06/17","13:29:35.543",-32.457,40.18819,-105.18676,1553.84,1.3,3.5,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"588",90,"Valid","8/8","21/06/17","13:40:11","21/06/17","13:39:37.983",-33.017,40.18812,-105.18668,1526.23,1.9,2.3,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"589",91,"Valid","9/9","21/06/17","13:50:04","21/06/17","13:49:31.471",-32.529,40.18816,-105.1867,1533.02,1.4,0.8,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"590",92,"Valid","9/9","21/06/17","14:00:04","21/06/17","13:59:31.461",-32.539,40.18908,-105.18463,1538.02,1.1,0.8,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"591",93,"Valid","9/9","21/06/17","14:10:04","21/06/17","14:09:31.433",-32.567,40.18857,-105.18575,1538.87,1.1,1.4,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"592",94,"Valid","9/9","21/06/17","14:20:04","21/06/17","14:19:31.395",-32.605,40.1882,-105.18669,1541.07,1.1,2.8,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"593",95,"Valid","8/8","21/06/17","14:30:07","21/06/17","14:29:34.363",-32.637,40.18816,-105.18674,1553.71,1.3,3.6,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"594",96,"Valid","6/6","21/06/17","14:40:04","21/06/17","14:39:31.352",-32.648,40.18815,-105.18677,1533.98,1.6,1.4,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"595",97,"Valid","6/6","21/06/17","14:50:07","21/06/17","14:49:34.314",-32.686,40.18806,-105.18679,1536.73,3.3,0.6,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE
"596",98,"Valid","8/8","21/06/18","13:00:05","21/06/18","12:59:28.879",-36.121,40.18821,-105.1867,1543.77,1.6,2.4,0,0,"Cooks","co27",2021,"2021-06-18",0,"co27-06-18",TRUE
"597",3,"Valid","8/9","21/06/15","13:10:10","21/06/15","13:10:07.425",-2.575,40.18865,-105.18324,1541.49,1,0.6,0,0,"Cooks","co31",2021,"2021-06-15",0,"co31-06-15",FALSE
"598",4,"Valid","5/5","21/06/15","13:20:11","21/06/15","13:20:07.805",-3.195,40.18938,-105.19171,1542.51,1.6,0.8,0,0,"Cooks","co31",2021,"2021-06-15",0,"co31-06-15",FALSE
"599",5,"Valid","8/8","21/06/15","13:30:11","21/06/15","13:30:08.421",-2.579,40.18942,-105.19181,1537.45,0.9,1.7,0,0,"Cooks","co31",2021,"2021-06-15",0,"co31-06-15",FALSE
"600",6,"Valid","9/9","21/06/15","13:40:04","21/06/15","13:40:01.384",-2.616,40.18942,-105.1928,1536.55,1.4,2.3,0,0,"Cooks","co31",2021,"2021-06-15",0,"co31-06-15",FALSE
"601",10,"Valid","9/9","21/06/15","14:20:04","21/06/15","14:20:01.294",-2.706,40.18823,-105.19124,1547.02,1.1,1.9,0,0,"Cooks","co31",2021,"2021-06-15",0,"co31-06-15",FALSE
"602",11,"Valid","7/7","21/06/15","14:30:05","21/06/15","14:30:02.310",-2.69,40.18777,-105.18835,1540.07,1.6,0.8,0,0,"Cooks","co31",2021,"2021-06-15",0,"co31-06-15",FALSE
"603",13,"Valid","9/9","21/06/15","14:50:09","21/06/15","14:50:06.266",-2.734,40.18831,-105.1905,1540.24,1.1,0.9,0,0,"Cooks","co31",2021,"2021-06-15",0,"co31-06-15",FALSE
"604",14,"Valid","8/8","21/06/16","13:00:06","21/06/16","13:00:00.647",-5.353,40.18878,-105.19206,1549.68,1.9,0.8,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"605",15,"Valid","9/9","21/06/16","13:10:04","21/06/16","13:09:58.621",-5.379,40.18596,-105.19592,1539.13,1.1,0.5,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"606",16,"Valid","8/8","21/06/16","13:20:04","21/06/16","13:19:58.597",-5.403,40.18596,-105.19596,1539,1.5,0.6,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"607",17,"Valid","8/8","21/06/16","13:30:04","21/06/16","13:29:58.578",-5.422,40.18913,-105.1918,1539.05,1.6,0.8,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"608",18,"Valid","7/7","21/06/16","13:40:04","21/06/16","13:39:58.562",-5.438,40.18647,-105.19469,1538.77,4.8,0.5,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"609",19,"Valid","3/3","21/06/16","13:50:11","21/06/16","13:50:05.480",-5.52,40.18906,-105.19174,1538.78,1.7,0,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"610",20,"Valid","9/9","21/06/16","14:00:04","21/06/16","13:59:58.557",-5.443,40.18644,-105.19504,1550.75,1.2,2.9,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"611",21,"Valid","8/8","21/06/16","14:10:04","21/06/16","14:09:58.508",-5.492,40.18762,-105.18868,1538.8,1.3,1.8,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"612",23,"Valid","8/8","21/06/16","14:30:11","21/06/16","14:30:05.497",-5.503,40.18928,-105.19182,1550.54,1.2,1.7,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"613",24,"Valid","7/7","21/06/16","14:40:11","21/06/16","14:40:05.509",-5.491,40.18981,-105.19214,1591.79,1.9,8.3,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"614",25,"Valid","8/8","21/06/16","14:50:08","21/06/16","14:50:02.455",-5.545,40.18849,-105.19314,1553.38,1.8,0.9,0,0,"Cooks","co31",2021,"2021-06-16",0,"co31-06-16",FALSE
"615",26,"Valid","8/9","21/06/17","13:00:04","21/06/17","12:59:55.851",-8.149,40.18668,-105.19544,1547.73,1,0.8,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"616",27,"Valid","9/9","21/06/17","13:10:04","21/06/17","13:09:55.827",-8.173,40.18506,-105.19283,1533.74,0.9,1.1,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"617",28,"Valid","9/9","21/06/17","13:20:10","21/06/17","13:20:01.610",-8.39,40.18835,-105.19139,1539.34,0.9,0.8,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"618",29,"Valid","6/6","21/06/17","13:30:04","21/06/17","13:29:55.804",-8.196,40.18715,-105.18203,1531.88,2.2,1.5,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"619",30,"Valid","9/9","21/06/17","13:40:07","21/06/17","13:39:58.757",-8.243,40.18805,-105.19348,1560.23,1.3,1.4,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"620",31,"Valid","7/7","21/06/17","13:50:04","21/06/17","13:49:55.743",-8.257,40.18535,-105.19291,1547.68,2.8,0.9,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"621",32,"Valid","9/9","21/06/17","14:00:04","21/06/17","13:59:55.729",-8.271,40.1862,-105.19246,1550.57,1.2,0.9,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"622",33,"Valid","7/7","21/06/17","14:10:04","21/06/17","14:09:55.708",-8.292,40.18621,-105.19291,1542.93,1.7,1,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"623",34,"Valid","7/7","21/06/17","14:20:06","21/06/17","14:19:57.677",-8.323,40.18542,-105.19275,1551.65,1.5,1.8,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"624",35,"Valid","8/8","21/06/17","14:30:11","21/06/17","14:30:02.664",-8.336,40.18904,-105.19191,1541.86,1.5,1.1,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"625",36,"Valid","9/9","21/06/17","14:40:04","21/06/17","14:39:55.643",-8.357,40.18916,-105.19174,1543.8,1.2,0.8,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"626",37,"Valid","9/9","21/06/17","14:50:10","21/06/17","14:50:01.618",-8.382,40.1873,-105.18819,1546.69,1.1,1.5,0,0,"Cooks","co31",2021,"2021-06-17",0,"co31-06-17",FALSE
"627",38,"Valid","9/9","21/06/18","13:00:04","21/06/18","12:59:53.050",-10.95,40.18642,-105.19634,1542.7,1.1,1.4,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"628",39,"Valid","8/8","21/06/18","13:10:05","21/06/18","13:09:54.028",-10.972,40.18771,-105.19038,1541.48,1.2,0.5,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"629",40,"Valid","8/8","21/06/18","13:20:10","21/06/18","13:19:59.006",-10.994,40.18859,-105.18984,1539.45,1.1,0.8,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"630",41,"Valid","8/8","21/06/18","13:30:04","21/06/18","13:29:52.988",-11.012,40.18505,-105.19273,1543.22,1.2,1.6,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"631",42,"Valid","9/9","21/06/18","13:40:06","21/06/18","13:39:54.965",-11.035,40.1865,-105.1918,1544.86,1.2,1.1,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"632",43,"Valid","9/9","21/06/18","13:50:05","21/06/18","13:49:53.945",-11.055,40.18611,-105.19223,1546.37,1.2,0.8,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"633",45,"Valid","9/9","21/06/18","14:10:11","21/06/18","14:09:59.601",-11.399,40.18801,-105.18934,1539.23,1.2,1.6,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"634",46,"Valid","7/7","21/06/18","14:20:04","21/06/18","14:19:52.881",-11.119,40.18672,-105.19196,1553.04,1.7,1.7,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"635",47,"Valid","8/8","21/06/18","14:30:06","21/06/18","14:29:54.868",-11.132,40.18853,-105.19061,1542.42,1.7,0.8,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"636",48,"Valid","9/9","21/06/18","14:40:11","21/06/18","14:39:59.201",-11.799,40.18836,-105.18609,1540.55,1.2,0.7,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"637",49,"Valid","9/9","21/06/18","14:50:04","21/06/18","14:49:52.820",-11.18,40.18879,-105.19026,1552.46,0.9,2.9,0,0,"Cooks","co31",2021,"2021-06-18",0,"co31-06-18",FALSE
"638",50,"Valid","9/9","21/06/19","13:00:04","21/06/19","12:59:50.250",-13.75,40.18579,-105.19249,1536.43,1.1,0.5,0,0,"Cooks","co31",2021,"2021-06-19",0,"co31-06-19",FALSE
"639",51,"Valid","9/9","21/06/19","13:10:06","21/06/19","13:09:52.229",-13.771,40.18664,-105.19317,1540.3,1.6,0.6,0,0,"Cooks","co31",2021,"2021-06-19",0,"co31-06-19",FALSE
"640",52,"Valid","9/9","21/06/19","13:20:04","21/06/19","13:19:50.201",-13.799,40.18664,-105.19269,1545.27,1.4,0.7,0,0,"Cooks","co31",2021,"2021-06-19",0,"co31-06-19",FALSE
"641",54,"Valid","9/9","21/06/19","13:40:10","21/06/19","13:39:56.161",-13.839,40.18788,-105.18682,1544.6,1.2,1.5,0,0,"Cooks","co31",2021,"2021-06-19",0,"co31-06-19",FALSE
